R_0_start,k,x0,R_0_end,prob_I_to_C,prob_C_to_D,data_length,countyFIPS,area
50.17181859073075,0.20047170142050508,7.202594276458104e-13,0.9899999999999999,6.732094104010133e-26,6.999999999999999,113,AK,31430.88984126585
20.847832918921643,0.048830370117111846,8.799232292147187e-17,0.9899999999999999,0.014982397295087135,6.999999999999999,117,AL,532440.5450884213
13.253888986194498,0.03376397069868429,5.8755098143720035e-09,0.9899999999987745,0.009979685957072694,6.999999814070768,116,AR,226701.98092590645
11.39675461095389,0.021683607321529737,2.0169762018219793e-06,0.989999999999994,0.025920181724967524,6.953982172864917,121,AZ,360577.0656751236
14.472319342211208,0.028845287952552368,3.7949072275115803e-06,0.9899999999999999,0.021457667070342152,6.965077721822691,156,CA,597322.5897404152
47.983349243047655,0.09441604714702076,5.032291459354238e-10,0.8509869882652493,0.042791765195215166,6.999999999985703,123,CO,861645.6092321586
66.7001765126124,0.1077338899423757,2.3665739986535215e-08,0.6181392850855394,0.07415436895409357,6.999999531650874,118,CT,1479475.8759031238
31.213022053086483,0.07344260108389758,4.597325451602502e-13,0.6377010991377419,0.042060875931413395,6.999999999991623,119,DC,336804.3115329584
34.55046759149948,0.08007795561248138,5.823801940894606e-10,0.6858704422763233,0.03239329815598979,6.999999936649212,116,DE,374738.56122698565
18.064671542362877,0.035717530642331595,7.062391221446192e-05,0.9899999999999999,0.011475153026479728,6.986409819858207,123,FL,929956.7550411975
44.11601452897154,0.08498293818198321,6.923714386149028e-13,0.9899999999999999,0.013499633625480753,6.999999999999999,123,GA,1257254.6158603597
91.96740373224023,0.2574275882605244,0.009999999717342426,0.6574723384136959,0.009868722640862334,6.999999999831917,115,HI,44301.22102674793
27.101684749456837,0.061995302847080026,0.009999917825822721,0.8931926267776467,0.021448945782603764,6.999999742696035,121,IA,565513.7631517098
69.1206083203047,0.1715897226913911,5.312345255339684e-19,0.9899999999999999,4.116877567057397e-36,6.999999999999999,113,ID,177479.43288486812
38.5553762991925,0.06278710226637133,1.4607116398802702e-09,0.5667835493788493,0.03810784607709987,6.999999281837708,125,IL,2117453.2757153623
50.124462282914344,0.09563895589900792,8.625693869398282e-11,0.9407461379771602,0.04586280461473868,6.999999999999999,121,IN,1067553.4718364212
30.931566789697605,0.07780370472528819,0.009999983060539614,0.9436042347410171,0.016579669013842634,6.9999999991183985,118,KS,355577.28361556085
30.217361754866186,0.07642625128754882,1.273748467320241e-12,0.9899999999999999,0.027046519181820106,6.999999999999999,119,KY,359699.08184950805
143.66057839877155,0.19782461212396832,0.00970844721680773,0.9899999999440469,0.040401720070682,6.999943490125138,120,LA,1537366.106671097
51.90425221822324,0.08040977209741342,1.3623723196220539e-13,0.5234663490470176,0.055964536221165796,6.999999999999999,124,MA,2257604.397768488
35.884743523884964,0.06684604771593546,1.559159298536044e-06,0.7422277781350302,0.03873462657942282,6.9999837313641375,122,MD,1290694.0327251598
34.067134427716645,0.10911182140921116,5.176098973148959e-18,0.9899999999999999,0.019563650343950467,6.999999999999999,114,ME,105734.5823586555
146.23385291265708,0.18775939203672357,0.009999999971187884,0.864272805137951,0.0768953783708852,6.999999999999999,118,MI,1982837.2395576148
21.758210388091207,0.04300643745488134,0.009999997221045881,0.44854303797542916,0.03640927847665568,6.9999999998598215,118,MN,642540.965416542
61.70609978996962,0.12691693900193163,1.2344086273244161e-14,0.9899999999999999,0.02349597672410941,6.999999999999999,116,MO,583292.4958465144
29.32144210482295,0.06892571659479484,5.262766461516984e-18,0.9899999999999999,0.023384187537614103,6.999999999999999,117,MS,536636.819908595
105.3551709539381,0.3292580228151048,0.00999469125355125,0.9899999999999999,8.878213799723992e-26,6.999999999999999,116,MT,34349.26463737449
19.18684022099965,0.0421225286416776,1.5583109574717559e-10,0.9899999999999999,0.016038660990495026,6.999999999527248,121,NC,659289.8743454341
21.411759416274382,0.0679023423334432,2.9501919617140466e-14,0.8243199347979496,0.017716503042916706,6.999999996852718,113,ND,108900.305709694
20.60931406544395,0.04417002804872826,0.009998315324710868,0.3792489265424279,0.010860599837413217,6.5915048182687555,120,NE,407597.7476961292
25.453848768257537,0.06940435650780682,5.319290009517357e-10,0.9899999999849143,0.21118457973176136,0.2583670607441232,120,NH,172277.17083988112
87.33302486214342,0.11262716744257698,5.483322748758244e-14,0.5223013582836209,0.05819400479006721,6.999999999999988,122,NJ,3418937.0319405166
29.037188393730204,0.07719120953910935,5.744461920682071e-11,0.9899999999999999,0.03482023862307105,6.999999999999999,118,NM,278515.0565176748
22.653310150499287,0.06000621908783877,1.5244632405212063e-25,0.9899999999999999,0.0051043085779695725,6.999999999999999,120,NV,315921.63274396764
110.29261431055572,0.1221931751722829,1.616323799542708e-11,0.49126501073226003,0.059199893871182574,6.999999999998254,126,NY,4832906.21002177
54.0692114333835,0.10130856638881496,5.669756756663464e-10,0.9899999999960618,0.0418744996320115,6.999999999999182,118,OH,1151525.118347117
25.349742094234117,0.06858222810638412,2.359388446263032e-26,0.9899999999999999,0.0060332566981353185,6.999999999999999,115,OK,283482.85317132156
19.825787063111203,0.06068654343403464,2.7414944059137458e-09,0.9899999999999999,0.0015440007140243078,6.999999707714782,123,OR,161623.02887441486
71.23368640551494,0.11043923021141444,1.4156705023102725e-11,0.7959025688549118,0.05972064589702776,6.99999996125098,122,PA,2003986.3902138302
36.46757723339377,0.07712216439986588,0.009999999824925354,0.5415739497664099,0.04349708450296499,1.2662913385959864,117,RI,514995.22740473837
11.531399411912878,0.02605948147460561,2.287050186799321e-10,0.9899999999999999,0.02030373226189504,6.99999999999558,123,SC,238104.39201213868
