countyFIPS,NUM_LICENSED_BEDS
29001,93.0
29005,18.0
29007,70.0
29009,43.0
29011,25.0
29013,60.0
29019,1184.0
29021,501.0
29023,253.0
29027,75.0
29029,130.0
29031,580.0
29033,25.0
29037,106.0
29039,41.0
29047,769.0
29049,58.0
29051,268.0
29055,35.0
29065,55.0
29071,148.0
29073,24.0
29075,35.0
29077,1748.0
29079,22.0
29081,19.0
29083,110.0
29091,139.0
29093,15.0
29095,3116.0
29097,25.0
29099,321.0
29101,62.0
29105,58.0
29107,32.0
29109,53.0
29113,25.0
29115,25.0
29117,25.0
29121,25.0
29123,144.0
29127,99.0
29145,659.0
29147,81.0
29155,167.0
29157,25.0
29159,99.0
29161,242.0
29163,25.0
29165,97.0
29167,86.0
29169,46.0
29171,15.0
29175,99.0
29177,34.0
29183,874.0
29185,12.0
29186,47.0
29187,471.0
29189,5201.0
29195,60.0
29199,25.0
29201,125.0
29207,48.0
29211,25.0
29213,157.0
29215,66.0
29217,140.0
29221,25.0
29510,2652.0
30001,18.0
30003,49.0
30005,6.0
30007,25.0
30009,10.0
30011,25.0
30013,549.0
30015,50.0
30017,25.0
30019,25.0
30021,25.0
30023,199.0
30025,25.0
30027,25.0
30029,247.0
30031,90.0
30033,25.0
30035,46.0
30039,25.0
30041,49.0
30047,47.0
30049,211.0
30051,25.0
30053,25.0
30055,25.0
30057,15.0
30059,25.0
30061,25.0
30063,404.0
30065,25.0
30067,25.0
30071,6.0
30073,20.0
30077,16.0
30079,22.0
30081,25.0
30083,25.0
30085,67.0
30087,25.0
30089,16.0
30091,19.0
30093,98.0
30095,10.0
30097,25.0
30099,25.0
30101,21.0
30105,25.0
30107,25.0
30111,664.0
31001,200.0
31003,23.0
31011,25.0
31013,25.0
31015,15.0
31017,23.0
31019,361.0
31021,16.0
31023,20.0
31029,20.0
31031,25.0
31033,25.0
31037,25.0
31039,25.0
31041,35.0
31045,25.0
31047,57.0
31053,75.0
31055,2754.0
31057,14.0
31059,20.0
31061,14.0
31065,20.0
31067,25.0
31069,10.0
31079,157.0
31081,12.0
31083,19.0
31089,42.0
31093,10.0
31095,17.0
31097,18.0
31099,10.0
31101,18.0
31105,15.0
31107,23.0
31109,1062.0
31111,116.0
31119,131.0
31121,20.0
31123,20.0
31125,19.0
31127,16.0
31129,25.0
31131,28.0
31133,11.0
31135,20.0
31137,25.0
31139,35.0
31141,47.0
31143,16.0
31145,25.0
31147,24.0
31149,24.0
31151,43.0
31153,212.0
31155,16.0
31157,166.0
31159,24.0
31161,25.0
31169,17.0
31173,34.0
31175,16.0
31177,21.0
31179,21.0
31181,13.0
31185,38.0
32001,40.0
32003,6897.0
32005,23.0
32007,75.0
32013,53.0
32015,25.0
32017,20.0
32019,63.0
32021,35.0
32023,25.0
32027,38.0
32031,1783.0
32033,25.0
32510,255.0
33001,137.0
33003,50.0
33005,169.0
33007,66.0
33009,506.0
33011,1232.0
33013,563.0
33015,617.0
33017,290.0
33019,25.0
34001,557.0
34003,2874.0
34005,909.0
34007,2231.0
34009,242.0
34011,376.0
34013,3541.0
34015,311.0
34017,1764.0
34019,184.0
34021,1608.0
34023,2527.0
34025,2155.0
34027,1782.0
34029,1528.0
34031,920.0
34033,222.0
34035,944.0
34037,148.0
34039,1332.0
34041,309.0
35001,1981.0
35005,232.0
35006,31.0
35007,25.0
35009,100.0
35013,618.0
35015,148.0
35017,68.0
35019,10.0
35025,86.0
35027,25.0
35028,47.0
35029,25.0
35031,191.0
35035,106.0
35037,25.0
35039,70.0
35041,24.0
35043,60.0
35045,270.0
35047,267.0
35049,240.0
35051,25.0
35053,24.0
35055,25.0
35059,25.0
36001,1572.0
36003,55.0
36005,3127.0
36007,573.0
36009,186.0
36011,99.0
36013,356.0
36015,471.0
36017,58.0
36019,300.0
36021,192.0
36023,162.0
36025,63.0
36027,942.0
36029,2772.0
36031,25.0
36033,171.0
36035,74.0
36037,133.0
36043,25.0
36045,330.0
36047,5838.0
36049,31.0
36051,67.0
36053,126.0
36055,2331.0
36057,120.0
36059,4758.0
36061,8650.0
36063,482.0
36065,988.0
36067,1596.0
36069,384.0
36071,1112.0
36073,39.0
36075,132.0
36077,247.0
36079,164.0
36081,3210.0
36083,292.0
36085,1177.0
36087,1326.0
36089,387.0
36091,259.0
36093,483.0
36095,25.0
36097,25.0
36101,555.0
36103,3941.0
36105,169.0
36109,212.0
36111,325.0
36113,391.0
36117,120.0
36119,3014.0
36121,62.0
36123,35.0
37001,238.0
37005,41.0
37007,15.0
37009,76.0
37011,50.0
37013,142.0
37015,6.0
37017,58.0
37019,139.0
37021,1128.0
37023,746.0
37025,457.0
37027,110.0
37031,135.0
37035,613.0
37037,25.0
37039,57.0
37041,49.0
37045,375.0
37047,154.0
37049,350.0
37051,965.0
37055,21.0
37057,240.0
37059,50.0
37061,81.0
37063,1597.0
37065,117.0
37067,2134.0
37071,435.0
37077,1442.0
37081,1388.0
37083,204.0
37085,248.0
37087,154.0
37089,325.0
37091,114.0
37093,49.0
37097,514.0
37099,86.0
37101,199.0
37105,137.0
37107,261.0
37109,101.0
37111,65.0
37113,83.0
37117,49.0
37119,2662.0
37121,46.0
37123,37.0
37125,402.0
37127,395.0
37129,861.0
37133,306.0
37135,1006.0
37139,182.0
37141,86.0
37145,98.0
37147,1088.0
37149,35.0
37151,145.0
37155,452.0
37157,229.0
37159,427.0
37161,143.0
37163,146.0
37165,104.0
37167,109.0
37169,99.0
37171,226.0
37173,68.0
37175,92.0
37179,182.0
37181,184.0
37183,2376.0
37187,49.0
37189,117.0
37191,569.0
37193,130.0
37195,294.0
38001,25.0
38003,25.0
38009,25.0
38011,23.0
38015,510.0
38017,1291.0
38019,20.0
38021,20.0
38023,15.0
38029,14.0
38031,25.0
38035,379.0
38037,25.0
38039,18.0
38051,44.0
38053,24.0
38055,47.0
38057,13.0
38059,41.0
38061,11.0
38063,19.0
38067,20.0
38069,25.0
38071,25.0
38073,25.0
38079,52.0
38085,12.0
38089,25.0
38093,165.0
38095,20.0
38097,41.0
38099,28.0
38101,190.0
38103,25.0
38105,50.0
39001,25.0
39003,816.0
39005,123.0
39007,431.0
39009,156.0
39011,131.0
39013,165.0
39017,790.0
39021,25.0
39023,270.0
39025,160.0
39027,179.0
39029,331.0
39031,56.0
39033,75.0
39035,7639.0
39037,104.0
39039,104.0
39041,124.0
39043,287.0
39045,255.0
39047,25.0
39049,5514.0
39051,117.0
39053,287.0
39055,124.0
39057,263.0
39059,189.0
39061,5090.0
39063,201.0
39065,25.0
39067,25.0
39069,31.0
39071,70.0
39073,25.0
39075,69.0
39077,139.0
39079,25.0
39081,256.0
39083,111.0
39085,294.0
39087,8.0
39089,262.0
39091,115.0
39093,887.0
39095,3434.0
39097,94.0
39099,1039.0
39101,174.0
39103,191.0
39107,88.0
39109,182.0
39113,2533.0
39117,25.0
39119,321.0
39123,25.0
39125,25.0
39129,83.0
39131,25.0
39133,302.0
39139,409.0
39141,402.0
39143,245.0
39145,446.0
39147,144.0
39149,90.0
39151,1675.0
39153,2527.0
39155,752.0
39157,174.0
39159,97.0
39161,195.0
39165,372.0
39167,243.0
39169,184.0
39171,123.0
39173,149.0
39175,31.0
40001,67.0
40005,25.0
40007,24.0
40009,62.0
40011,42.0
40013,148.0
40015,42.0
40017,75.0
40019,212.0
40021,150.0
40023,34.0
40025,25.0
40027,658.0
40029,20.0
40031,550.0
40035,255.0
40037,95.0
40039,80.0
40041,58.0
40043,18.0
40045,23.0
40047,436.0
40049,26.0
40051,75.0
40055,18.0
40057,25.0
40059,25.0
40063,25.0
40065,49.0
40067,18.0
40069,25.0
40071,189.0
40073,25.0
40075,38.0
40077,43.0
40079,43.0
40081,50.0
40083,25.0
40085,25.0
40087,39.0
40089,25.0
40093,25.0
40095,25.0
40097,48.0
40099,25.0
40101,457.0
40103,26.0
40105,25.0
40107,24.0
40109,4893.0
40111,115.0
40113,40.0
40115,70.0
40117,14.0
40119,216.0
40121,164.0
40123,276.0
40125,130.0
40127,23.0
40129,15.0
40131,127.0
40133,32.0
40135,41.0
40137,110.0
40139,33.0
40143,4638.0
40145,100.0
40147,140.0
40149,14.0
40151,25.0
40153,115.0
41001,36.0
41003,188.0
41005,699.0
41007,83.0
41011,218.0
41013,16.0
41015,24.0
41017,304.0
41019,190.0
41023,25.0
41025,25.0
41027,25.0
41029,1195.0
41031,25.0
41033,125.0
41035,176.0
41037,24.0
41039,749.0
41041,50.0
41043,128.0
41045,49.0
41047,1120.0
41049,21.0
41051,2987.0
41053,25.0
41057,49.0
41059,114.0
41061,25.0
41063,25.0
41065,49.0
41067,840.0
41071,128.0
42001,76.0
42003,7109.0
42005,147.0
42007,320.0
42009,40.0
42011,1326.0
42013,576.0
42015,314.0
42017,1137.0
42019,422.0
42021,537.0
42025,159.0
42027,452.0
42029,1477.0
42031,182.0
42033,266.0
42035,63.0
42037,166.0
42039,283.0
42041,683.0
42043,1395.0
42045,1071.0
42047,35.0
42049,1160.0
42051,224.0
42055,454.0
42057,21.0
42059,23.0
42061,71.0
42063,166.0
42065,84.0
42069,977.0
42071,1106.0
42073,153.0
42075,407.0
42077,1544.0
42079,1118.0
42081,331.0
42083,138.0
42085,433.0
42087,123.0
42089,339.0
42091,3200.0
42093,792.0
42095,886.0
42101,7014.0
42105,49.0
42107,364.0
42111,185.0
42115,50.0
42117,25.0
42119,132.0
42121,158.0
42123,237.0
42125,578.0
42127,95.0
42129,980.0
42131,44.0
42133,967.0
44003,359.0
44005,129.0
44007,2700.0
44009,225.0
45001,25.0
45003,273.0
45005,25.0
45007,721.0
45013,364.0
45015,50.0
45019,2130.0
45021,125.0
45023,82.0
45025,59.0
45027,81.0
45029,135.0
45031,188.0
45033,79.0
45037,25.0
45041,1003.0
45043,284.0
45045,2497.0
45047,400.0
45049,32.0
45051,832.0
45053,41.0
45055,119.0
45057,274.0
45059,76.0
45063,630.0
45067,124.0
45071,90.0
45073,169.0
45075,301.0
45077,164.0
45079,2387.0
45083,932.0
45085,283.0
45087,85.0
45089,25.0
45091,338.0
46005,25.0
46007,14.0
46009,45.0
46011,49.0
46013,157.0
46015,25.0
46023,37.0
46027,25.0
46029,81.0
46033,11.0
46035,50.0
46037,25.0
46039,10.0
46043,11.0
46045,12.0
46047,25.0
46049,12.0
46051,25.0
46053,41.0
46055,18.0
46059,11.0
46065,50.0
46067,50.0
46073,16.0
46077,6.0
46079,22.0
46081,62.0
46083,64.0
46089,4.0
46091,20.0
46093,79.0
46099,1197.0
46101,18.0
46102,45.0
46103,449.0
46107,6.0
46109,25.0
46115,25.0
46121,35.0
46123,25.0
46125,12.0
46127,38.0
46129,25.0
46135,242.0
46137,8.0
47001,317.0
47003,60.0
47005,25.0
47007,25.0
47009,459.0
47011,251.0
47013,120.0
