R_0_start,k,x0,R_0_end,prob_I_to_C,prob_C_to_D,data_length,countyFIPS,area
36.91157125595751,0.06296360993039932,7.068082927599674e-08,0.5282140508422649,0.039007502831434726,6.999999999997859,125,17031,1675679.7664998467
25.7409439825814,0.05249229500353308,1.8155540046159172e-10,0.9899999999999999,0.02374300375718709,6.99999999999894,126,06037,1075188.92406349
148.03280889033817,0.1776549639105287,9.766793338681204e-14,0.5542907820085115,0.0785071433097411,6.999999999999999,118,36081,2369937.422334567
116.93853916478152,0.15409802019534963,1.0311287330944275e-14,0.5989167403467492,0.09445473193691876,6.999999999983717,120,36047,2082862.4120919323
109.78451159377121,0.1491377163610411,2.4180904639359206e-06,0.505917466395941,0.07631330229404606,6.999999999998499,118,36005,1847142.503738274
88.44232101673525,0.12710937674868128,7.564604996085515e-11,0.31123460347183207,0.03730194740991129,6.999999999999999,122,36059,1692494.8909376913
100.01923602121931,0.1407241255357038,4.757138067297431e-13,0.39448259486566467,0.033340719940061166,6.999999999999999,119,36103,1684642.5160448758
76.77134275715385,0.11955825113123866,1.4760328625770536e-14,0.4125623771351439,0.028547690735950648,6.999999976733235,126,36119,1378273.3637680819
87.28016343982479,0.13657619605964172,1.1943751125998097e-10,0.5658983656780562,0.08297364220262475,6.999999999999985,123,36061,1149910.6494587674
41.10949316193561,0.07869184750397713,5.176289116094092e-10,0.4862083111502638,0.05849239242600759,6.999999638010767,122,25017,789219.828870353
58.71035274756526,0.11630647280627776,4.01131683921498e-14,0.9899999999999999,6.749762818946425e-29,6.999999932236994,117,12086,811875.9218331623
134.72317468802032,0.19161326550036603,0.009999999988805453,0.6536226753926891,0.0926497476108033,6.999999999999999,117,26163,1012529.2045606886
89.88875750503126,0.15084778964308515,1.3394287933051978e-10,0.9899999999999619,0.2312924309711849,0.2746316673625493,115,42101,820803.6369591153
10.064060890966413,0.01826563899885617,7.097742761873497e-14,0.9899999999999999,0.022746383734173623,6.999999857528274,114,04013,269235.71957605955
41.94892020866651,0.08113707189416203,7.407375284973213e-12,0.4210188015832593,0.03658555515662154,6.999999990362556,122,25025,712853.7743973683
74.4069963011462,0.12446163150436493,0.009991169906170156,0.4115806190130324,0.06573788997064865,6.999999999999999,121,34003,867932.6932910907
73.22625302430968,0.12164704729848567,5.0521542699377145e-11,0.3356117895460826,0.04896087100931807,6.999999999999996,116,34017,887329.9226529006
78.49753434075652,0.13189547700142562,2.2111746830713013e-17,0.5191202083786294,0.074689013499441,6.99999999999966,117,34013,835653.0711736485
29.346914206858415,0.06319350841328733,6.1074273158036895e-12,0.5606430253099721,0.02932497761740845,6.999999999999836,117,24033,526965.2815797442
14.84599091516309,0.037096313317959914,5.894584838017756e-12,0.9899999999999999,0.0008151856895813408,6.5615696597500754,123,48201,299238.5053055457
